TelTel.io-call-list-2020-11-09-2020-12-08-6008aa25a5678;;;;;;;;;
Date / Time;Duration;Duration(sec);Wait(sec);Cost EUR;Tariff EUR;User;Type;Status;Campaign ID
07.12.2020 18:55:16;00:00:00;0;29;0.000;0.000;Martino;out;Busy;0
07.12.2020 18:55:13;00:15:00;900;7;0.207;0.014;Martino;out;Answer;0
07.12.2020 18:55:10;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:55:06;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:55:05;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:55:05;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:55:05;00:00:04;4;10;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:55:04;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:55:02;00:00:00;0;16;0.000;0.000;Martino;out;Busy;0
07.12.2020 18:55:02;00:00:02;2;13;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:55:02;00:00:03;3;40;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:55:00;00:00:00;0;46;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:54:59;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:59;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:54:59;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:54:58;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:56;00:00:00;0;43;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:54:55;00:00:00;0;10;0.000;0.000;Martino;out;Busy;0
07.12.2020 18:54:55;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:54:55;00:00:02;2;42;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:54:54;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:54:49;00:00:00;0;16;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:54:49;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:47;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:46;00:00:02;2;12;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:54:43;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:42;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:42;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:42;00:00:04;4;10;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:54:41;00:00:00;0;52;0.000;0.000;Martino;out;Answer;0
07.12.2020 18:54:41;00:00:00;0;30;0.000;0.000;Martino;out;Busy;0
07.12.2020 18:54:38;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:38;00:00:03;3;8;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:54:38;00:00:04;4;9;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:54:37;00:00:00;0;3;0.000;0.000;Martino;out;;0
07.12.2020 18:54:37;00:00:00;0;17;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:54:36;00:00:04;4;10;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:54:34;00:00:01;1;6;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:54:34;00:00:02;2;21;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:54:32;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:32;00:00:00;0;42;0.000;0.000;Martino;out;Busy;0
07.12.2020 18:54:32;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:31;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:31;00:00:02;2;17;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:54:29;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:28;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:28;00:00:00;0;22;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:54:28;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:21;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:20;00:00:04;4;8;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:54:19;00:00:14;14;30;0.003;0.014;Martino;out;Answer;0
07.12.2020 18:54:17;00:00:02;2;24;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:54:16;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:15;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:54:13;00:00:00;0;14;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:54:12;00:00:00;0;18;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:54:06;00:00:00;0;18;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:54:02;00:00:03;3;9;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:54:02;00:00:04;4;11;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:54:01;00:00:00;0;3;0.000;0.000;Martino;out;;0
07.12.2020 18:54:00;00:00:02;2;12;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:58;00:00:00;0;3;0.000;0.000;Martino;out;;0
07.12.2020 18:53:58;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:53:58;00:00:00;0;42;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:53:57;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:53:56;00:00:02;2;20;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:54;00:00:00;0;2;0.000;0.000;Martino;out;;0
07.12.2020 18:53:53;00:00:00;0;43;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:53:52;00:00:00;0;3;0.000;0.000;Martino;out;;0
07.12.2020 18:53:51;00:00:02;2;37;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:50;00:00:02;2;29;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:50;00:01:16;76;22;0.017;0.014;Martino;out;Answer;0
07.12.2020 18:53:47;00:00:01;1;20;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:47;00:00:02;2;32;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:47;00:00:04;4;9;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:53:46;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:53:45;00:00:02;2;22;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:44;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:53:44;00:00:02;2;30;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:43;00:00:04;4;9;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:53:42;00:00:02;2;39;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:40;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:53:38;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:53:38;00:00:00;0;44;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:53:38;00:00:00;0;22;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:53:36;00:00:00;0;34;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:53:33;00:00:02;2;11;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:32;00:00:01;1;12;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:29;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:53:29;00:00:02;2;23;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:29;00:00:04;4;10;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:53:28;00:00:02;2;19;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:26;00:00:02;2;22;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:25;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:53:25;00:00:00;0;36;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:53:23;00:00:02;2;18;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:23;00:00:03;3;23;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:53:21;00:00:00;0;10;0.000;0.000;Martino;out;Busy;0
07.12.2020 18:53:20;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:53:19;00:00:00;0;21;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:53:19;00:00:00;0;23;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:53:19;00:00:00;0;2;0.000;0.000;Martino;out;;0
07.12.2020 18:53:16;00:00:00;0;2;0.000;0.000;Martino;out;;0
07.12.2020 18:53:14;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:53:14;00:00:02;2;20;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:13;00:00:31;31;19;0.007;0.014;Martino;out;Answer;0
07.12.2020 18:53:13;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:53:11;00:00:00;0;35;0.000;0.000;Martino;out;Busy;0
07.12.2020 18:53:10;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:53:09;00:00:02;2;32;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:09;00:00:04;4;26;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:53:07;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:53:05;00:00:02;2;44;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:53:02;00:00:00;0;38;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:57;00:00:04;4;12;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:52:55;00:00:04;4;26;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:52:54;00:00:02;2;27;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:53;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:53;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:52;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:52;00:00:08;8;32;0.002;0.014;Martino;out;Answer;0
07.12.2020 18:52:51;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:48;00:00:04;4;10;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:52:46;00:00:00;0;31;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:45;00:00:02;2;42;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:42;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:42;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:42;00:00:04;4;8;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:52:41;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:40;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:39;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:38;00:00:00;0;9;0.000;0.000;Martino;out;Busy;0
07.12.2020 18:52:38;00:00:04;4;8;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:52:35;00:00:00;0;4;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:35;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:34;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:34;00:00:00;0;4;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:34;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:34;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:33;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:33;00:00:00;0;9;0.000;0.000;Martino;out;Busy;0
07.12.2020 18:52:33;00:00:01;1;24;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:31;00:00:02;2;24;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:30;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:29;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:29;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:28;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:27;00:00:00;0;2;0.000;0.000;Martino;out;;0
07.12.2020 18:52:27;00:00:00;0;8;0.000;0.000;Martino;out;Busy;0
07.12.2020 18:52:27;00:00:02;2;41;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:27;00:00:14;14;15;0.003;0.014;Martino;out;Answer;0
07.12.2020 18:52:26;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:26;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:26;00:00:02;2;38;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:26;00:00:04;4;8;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:52:25;00:00:04;4;12;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:52:24;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:22;00:00:00;0;2;0.000;0.000;Martino;out;;0
07.12.2020 18:52:22;00:00:02;2;35;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:21;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:21;00:00:01;1;8;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:20;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:20;00:00:02;2;30;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:19;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:19;00:00:00;0;3;0.000;0.000;Martino;out;;0
07.12.2020 18:52:18;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:18;00:00:02;2;18;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:17;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:17;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:16;00:00:00;0;3;0.000;0.000;Martino;out;;0
07.12.2020 18:52:16;00:00:02;2;45;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:14;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:14;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:13;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:13;00:00:02;2;28;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:12;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:10;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:10;00:00:02;2;22;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:10;00:00:02;2;22;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:09;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:06;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:05;00:00:02;2;27;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:04;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:52:04;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:03;00:00:02;2;29;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:03;00:00:03;3;10;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:52:02;00:00:00;0;4;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:02;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:02;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:01;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:52:01;00:00:02;2;44;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:52:00;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:58;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:57;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:57;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:55;00:00:00;0;4;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:55;00:00:02;2;40;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:51:54;00:00:00;0;4;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:54;00:00:01;1;14;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:51:54;00:00:04;4;9;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:51:54;00:00:04;4;10;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:51:53;00:00:00;0;4;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:53;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:53;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:51;00:00:00;0;15;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:51:50;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:49;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:48;00:00:00;0;3;0.000;0.000;Martino;out;;0
07.12.2020 18:51:47;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:47;00:00:02;2;25;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:51:45;00:00:02;2;24;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:51:44;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:44;00:00:00;0;2;0.000;0.000;Martino;out;;0
07.12.2020 18:51:44;00:00:01;1;24;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:51:44;00:00:02;2;24;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:51:43;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:42;00:00:02;2;17;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:51:41;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:37;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:37;00:00:00;0;16;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:51:36;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:35;00:00:00;0;10;0.000;0.000;Martino;out;Busy;0
07.12.2020 18:51:34;00:00:00;0;2;0.000;0.000;Martino;out;;0
07.12.2020 18:51:33;00:00:02;2;8;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:51:33;00:00:02;2;20;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:51:32;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:30;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:30;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:29;00:00:00;0;3;0.000;0.000;Martino;out;;0
07.12.2020 18:51:29;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:29;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:27;00:00:00;0;3;0.000;0.000;Martino;out;;0
07.12.2020 18:51:26;00:00:00;0;4;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:26;00:00:00;0;13;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:51:25;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:25;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:24;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:24;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:23;00:00:33;33;23;0.008;0.014;Martino;out;Answer;0
07.12.2020 18:51:23;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:21;00:00:00;0;3;0.000;0.000;Martino;out;;0
07.12.2020 18:51:21;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:21;00:00:00;0;35;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:51:20;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:20;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:20;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:19;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:19;00:00:02;2;27;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:51:18;00:00:00;0;3;0.000;0.000;Martino;out;;0
07.12.2020 18:51:18;00:00:00;0;22;0.000;0.000;Martino;out;Busy;0
07.12.2020 18:51:18;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:17;00:00:02;2;20;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:51:16;00:00:00;0;15;0.000;0.000;Martino;out;Answer;0
07.12.2020 18:51:16;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:15;00:00:04;4;11;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:51:14;00:00:00;0;4;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:14;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:14;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:14;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:13;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:12;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:12;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:10;00:00:00;0;4;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:09;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:07;00:00:00;0;14;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:51:07;00:00:02;2;28;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:51:05;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:04;00:00:00;0;2;0.000;0.000;Martino;out;;0
07.12.2020 18:51:03;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:03;00:00:00;0;44;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:02;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:51:01;00:00:00;0;2;0.000;0.000;Martino;out;;0
07.12.2020 18:51:00;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:51:00;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:50:59;00:00:02;2;28;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:50:58;00:00:00;0;4;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:50:58;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:50:58;00:00:02;2;18;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:50:58;00:00:04;4;11;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:50:57;00:00:00;0;31;0.000;0.000;Martino;out;Chanunavail;0
07.12.2020 18:50:56;00:00:00;0;3;0.000;0.000;Martino;out;;0
07.12.2020 18:50:55;00:00:00;0;2;0.000;0.000;Martino;out;;0
07.12.2020 18:50:54;00:00:01;1;15;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:50:53;00:00:02;2;36;0.000;0.014;Martino;out;Answer;0
07.12.2020 18:50:52;00:00:00;0;10;0.000;0.000;Martino;out;Busy;0
07.12.2020 18:50:52;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:50:51;00:00:00;0;33;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:50:51;00:00:00;0;3;0.000;0.000;Martino;out;;0
07.12.2020 18:50:50;00:00:00;0;45;0.000;0.000;Martino;out;Cancel;0
07.12.2020 18:50:50;00:00:00;0;3;0.000;0.000;Martino;out;Congestion;0
07.12.2020 18:50:50;00:00:04;4;9;0.001;0.014;Martino;out;Answer;0
07.12.2020 18:50:49;00:00:02;2;21;0.000;0.014;Martino;out;Answer;0
